country_name_short	country_name	party_name_short	party_name_english	party_name	party_name_ascii	family_name_short	family_name	left_right	state_market	liberty_authority	eu_anti_pro	cmp	euprofiler	ees	castles_mair	huber_inglehart	ray	benoit_laver	chess	country_id	party_id	family_id
"JPN"	"Japan"	"DSP"	"Democratic Socialist Party"	"Minshu Shakai-tō"	"Minshu Shakai-to"	"soc"	"Social democracy"	6.1556	3.5	3.5	8.1	71321.0				2204.0				5	1053	11.0
"JPN"	"Japan"	"IC"	"Independent's Club"	"Mushozoku-no-kai"	"Mushozoku-no-kai"	"spec"	"Special issue"													5	695	16.0
"JPN"	"Japan"	"JCP"	"Japan Communist Party"	"Nihon Kyōsan-tō"	"Nihon Kyosan-to"	"com"	"Communist/Socialist"	1.148	4.072	4.032	3.3	71220.0				2201.0		8376.0		5	1540	14.0
"JPN"	"Japan"	"JDP"	"Japan Democratic Party"	"Nihon Minshutō"	"Nihon Minshuto"	"con"	"Conservative"	7.4	6.4	6.9	7.8									5	1722	26.0
"JPN"	"Japan"	"JLP"	"Japan Liberal Party"	"Nihon Jiyūtō"	"Nihon Jiyuto"	"con"	"Conservative"	7.4	6.4	6.9	7.8									5	1726	26.0
"JPN"	"Japan"	"JNP"	"Japan New Party"	"Nihon Shintō"	"Nihon Shin-to"	"lib"	"Liberal"	8.2556	6.7	3.5	8.8	71952.0				2205.0				5	1327	6.0
"JPN"	"Japan"	"JRP"	"Japan Renewal Party"	"Shinseitō"	"Shinsei-to"	"con"	"Conservative"	8.2556	6.4	6.9	7.8	71622.0				2205.0				5	547	26.0
"JPN"	"Japan"	"JReP"	"Japan Restoration Party"	"Nippon Ishin no Kai"	"Nippon Ishin no Kai"	"con"	"Conservative"	7.4	6.4	6.9	7.8									5	2136	26.0
"JPN"	"Japan"	"JSP"	"Japan Socialist Party"	"Nihon Shakai-tō"	"Nihon Shakai-to"	"soc"	"Social democracy"	2.6344	4.1367	3.1210000000000004	8.1	71320.0				2202.0		8472.0		5	940	11.0
"JPN"	"Japan"	"K"	"Komeito Party"	"Kōmeitō"	"Komeito"	"con"	"Conservative"	5.6871	4.4549	6.25	7.8	71530.0				2203.0		8400.0		5	837	26.0
"JPN"	"Japan"	"LDP"	"Liberal Democratic Party"	"Jiyū Minshutō"	"Jiyu Minshuto"	"con"	"Conservative"	8.0252	4.8094	7.7747	7.8	71620.0				2205.0		8424.0		5	1193	26.0
"JPN"	"Japan"	"LFP"	"Labour Farmer Party"	"Rōdōnōmintō"	"Rodonominto"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									5	1736	14.0
"JPN"	"Japan"	"LL"	"Liberal League"	"Jiyu Rengo"	"Jiyu Rengo"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									5	1165	6.0
"JPN"	"Japan"	"LP"	"Liberal Party"	"Jiyū-tō"	"Jiyu-to"	"con"	"Conservative"	7.4	6.4	6.9	7.8	71625.0								5	462	26.0
"JPN"	"Japan"	"LP(H)"	"Liberal Party (Hatoyama)"	"Nihon Jiyūtō (Hatoyama)"	"Nihon Jiyuto (Hatoyama)"	"con"	"Conservative"	7.4	6.4	6.9	7.8									5	1755	26.0
"JPN"	"Japan"	"LWSP"	"Left Wing Socialist Party"	"Saha Shakai Tô"	"Saha Shakai To"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									5	1723	14.0
"JPN"	"Japan"	"NCP"	"New Conservative Party"	"Hoshu Shintō"	"Hoshu Shinto"	"con"	"Conservative"	8.2675	5.6522	8.032	7.8	71626.0						8448.0		5	1382	26.0
"JPN"	"Japan"	"NCoP"	"National Cooperative Party"	"Kokumin Kyôdô Tô"	"Kokumin Kyodo To"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									5	1733	6.0
"JPN"	"Japan"	"NFP"	"New Frontier Party"	"Shinshin-to"	"Shinshin-to"	"con"	"Conservative"	8.2556	6.4	6.9	7.8	71623.0				2205.0				5	1136	26.0
"JPN"	"Japan"	"NLC"	"New Liberal Club"	"Shin-jiyū-kurabu"	"Shin jiyu karuba"	"con"	"Conservative"	7.4	6.4	6.9	7.8	71621.0								5	170	26.0
"JPN"	"Japan"	"NPD"	"New Party Daichi"	"Shintō Daichi"	"Shinto Daichi"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									5	247	6.0
"JPN"	"Japan"	"NPN"	"New Party Nippon"	"Shintō Nippon"	"Shinto Nippon"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									5	1175	6.0
"JPN"	"Japan"	"NPS"	"New Party Sakigake"	"Shinto Sakigake"	"Shinto Sakigake"	"con"	"Conservative"	7.4	6.4	6.9	7.8	71951.0								5	1146	26.0
"JPN"	"Japan"	"PFG"	"Party for Future Generations"	"Jisedai No Tou"	"Jisedai No Tou"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									5	2404	40.0
"JPN"	"Japan"	"PLFP"	"People's Life First Party"	"Kokumin no Seikatsu ga Daiichi | Seikatsu no Tō"	"Kokumin no Seikatsu ga Daiichi | Seikatsu no To"	"con"	"Conservative"	7.4	6.4	6.9	7.8									5	2069	26.0
"JPN"	"Japan"	"PNP"	"People's New Party"	"Kokumin Shinto"	"Kokumin Shinto"	"con"	"Conservative"	7.4	6.4	6.9	7.8									5	4	26.0
"JPN"	"Japan"	"PR"	"Peace and Reform"	"Heiwa Kaikaku"	"Heiwa Kaikaku"	"con"	"Conservative"	7.4	6.4	6.9	7.8									5	2068	26.0
"JPN"	"Japan"	"RWSP"	"Right Wing Socialist Party"	"Uha Shakai Tô"	"Uha Shakai To"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									5	1724	11.0
"JPN"	"Japan"	"SDF"	"Socialist Democratic Federation"	"Shaminren"	"Shaminren"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	71322.0								5	86	11.0
"JPN"	"Japan"	"SRP"	"Social Reform Party"	"Yakaikakushintou zu"	"Yakaikakushintou zu"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									5	1737	14.0
"JPN"	"Japan"	"YP"	"Your Party"	"Minna no Tō"	"Minna no To"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									5	1124	6.0
"JPN"	"Japan"	"etc"	"others"	"others"	"others"	"none"	"no family"													5	1055	12.0
"JPN"	"Japan"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"													5	2141	12.0
"JPN"	"Japan"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													5	905	12.0
"JPN"	"Japan"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"													5	2297	12.0
"JPN"	"Japan"	"vac"	"vacancy"	"vacancy"	"vacancy"	"none"	"no family"													5	1812	12.0
"LTU"	"Lithuania"	"DK"	"The Way of Courage"	"Drąsos Kelias"	"Drasos Kelias"	"spec"	"Special issue"													15	2121	16.0
"LTU"	"Lithuania"	"DP"	"Labour Party"	"Darbo Partija"	"Darbo Partija"	"lib"	"Liberal"	3.86	4.29	5.8	8.5667		199.0	1440322.0					2516.0	15	581	6.0
"LTU"	"Lithuania"	"JL"	"Young Lithuania"	"Jaunoji Lietuva"	"Jaunoji Lietuva"	"right"	"Right-wing"	9.8	2.25	8.6	1.0								2513.0	15	383	40.0
"LTU"	"Lithuania"	"KDS"	"Christian Democratic Union"	"Krikščionių demokratų sąjunga"	"Krikscioniu demokratu sajunga"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									15	493	3.0
"LTU"	"Lithuania"	"KKSS"	"Christian Conservative Social Union"	"Krikščionių konservatorių socialinė sąjunga"	"Krikscioniu konservatoriu socialine sajunga"	"chr"	"Christian democracy"	6.4579	5.9079	7.3618	7.5877							2292.0	2510.0	15	709	3.0
"LTU"	"Lithuania"	"LCS"	"Centre Union of Lithuania"	"Lietuvos centro sąjunga"	"Lietuvos centro sajunga"	"lib"	"Liberal"	4.8833	6.25	4.2	9.0	88420.0				2403.0			2509.0	15	887	6.0
"LTU"	"Lithuania"	"LDDP"	"Democratic Labour Party of Lithuania"	"Lietuvos demokratinė darbo partija"	"Lietuvos demokratine darbo partija"	"com"	"Communist/Socialist"	3.3333	1.4	3.0	3.3	88220.0				2401.0				15	519	14.0
"LTU"	"Lithuania"	"LDP"	"Lithuanian Democratic Party"	"Lietuvos demokratų partija"	"Lietuvos demokratu partija"	"lib"	"Liberal"	5.8333	6.7	3.5	8.8	88522.0				2407.0				15	1144	6.0
"LTU"	"Lithuania"	"LKDP"	"Lithuanian Christian Democrats"	"Lietuvos Krikščionys Demokratai"	"Lietuvos krikscionys demokratai"	"chr"	"Christian democracy"	6.2385	4.258	8.6845	7.5032	88521.0				2404.0		2264.0	2508.0	15	675	3.0
"LTU"	"Lithuania"	"LKP"	"Communist Party of Lithuania"	"Lietuvos komunistų partija"	"Lietuvos komunistc partija"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									15	1446	14.0
"LTU"	"Lithuania"	"LLL"	"Lithuanian Liberty League"	"Lietuvos laisvės lyga"	"Lietuvos laisves lyga"	"spec"	"Special issue"													15	1782	16.0
"LTU"	"Lithuania"	"LLRA"	"Election Action of Lithuania's Poles"	"Lietuvos lenkų rinkimų akcija"	"Lietuvos lenku rinkimu akcija"	"spec"	"Special issue"	3.865	3.9	7.325	7.4667	88951.0		1440952.0					2511.0	15	28	16.0
"LTU"	"Lithuania"	"LLaS"	"Lithuanian Liberty Union"	"Lietuvos laisvės sąjunga"	"Lietuvos laisves sajunga"	"right"	"Right-wing"	7.8	0.75	8.75	2.0								2512.0	15	1562	40.0
"LTU"	"Lithuania"	"LLiS"	"Liberal Union of Lithuania"	"Lietuvos liberalų sąjunga"	"Lietuvos liberalu sajunga"	"lib"	"Liberal"	6.8444	8.18	2.5	9.7583	88422.0				2405.0			2505.0	15	378	6.0
"LTU"	"Lithuania"	"LMP-NDP"	"Lithuanian Womens Party -- New Democratic Party"	"Lietuvos moterų partija – Naujosios demokratijos partija"	"Lietuvos moteru partija -- Naujosios demokratijos partija"	"soc"	"Social democracy"	3.2	3.75	6.25	7.0								2502.0	15	1261	11.0
"LTU"	"Lithuania"	"LPKTS"	"Union of Lithuanian Political Prisoners and Deportees"	"Lietuvos politinių kalinių ir terminių sąjunga"	"Lietuvos politiniu kaliniu ir tremtiniu sajunga"	"spec"	"Special issue"	9.8	2.25	8.6	1.0	88523.0							2513.0	15	1447	16.0
"LTU"	"Lithuania"	"LRLS"	"Liberals Movement of the Republic of Lithuania"	"Lietuvos Respublikos Liberalų sąjūdis"	"Lietuvos Respublikos Liberaly sajudis"	"lib"	"Liberal"	7.7562	8.2271	2.8532	9.2244		202.0	1440421.0				2348.0	2518.0	15	482	6.0
"LTU"	"Lithuania"	"LRS"	"Lithuanian Russian Union"	"Lietuvos rusų sąjunga"	"Lietuvos rusu sajunga"	"spec"	"Special issue"	2.2	2.25	7.0	5.3333		204.0	1440524.0					2503.0	15	863	16.0
"LTU"	"Lithuania"	"LSDP"	"Lithuanian Social Democratic Party"	"Lietuvos socialdemokratų partija"	"Lietuvos socialdemokratu partija"	"soc"	"Social democracy"	3.1972	3.8262	5.2732	9.0702	88320.0	203.0	1440320.0				2320.0	2501.0	15	1277	11.0
"LTU"	"Lithuania"	"LSDP-89"	"Lithuanian Social Democratic Party -- 1989"	"Lietuvos socialdemokratų partija – 1989"	"Lietuvos socialdemokratu partija -- 1989"	"soc"	"Social democracy"	4.0	3.5	3.5	8.1	88320.0				2402.0				15	1408	11.0
"LTU"	"Lithuania"	"LTMA"	"Alliance of the Lithuanian National Minorities"	"Lietuvos tautinių mažumų aljansas"	"Lietuvos tautiniu mazumu aljansas"	"spec"	"Special issue"													15	2036	16.0
"LTU"	"Lithuania"	"LTS"	"Lithuanian National Union List"	"Lietuvių tautininkų sąjunga"	"Lietuviu tautininku sajunga"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	88710.0								15	432	40.0
"LTU"	"Lithuania"	"LUP"	"Lithuanian Party of Economy"	"Lietuvos ūkio partijos"	"Lietuvos ukio partija"	"code"	"to be coded"													15	2037	28.0
"LTU"	"Lithuania"	"LVLS"	"Lithuanian Peasant Union"	"Lietuvos valstiečių sąjunga"	"Lietuvos valstiecic sajunga"	"agr"	"Agrarian"	3.2687	3.7152	5.8514	5.2909							2432.0		15	191	2.0
"LTU"	"Lithuania"	"LVP"	"Lithuanian Peasant Party"	"Lietuvos valstiečių partija"	"Lietuvos valstieciu partija"	"agr"	"Agrarian"	2.645	2.75	8.0	6.525	88810.0							2507.0	15	1632	2.0
"LTU"	"Lithuania"	"LZP"	"Lithuanian Green Party"	"Lietuvos žalioji partija"	"Lietuvos zalioji partija"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									15	21	19.0
"LTU"	"Lithuania"	"LiCS"	"Liberal and Centre Union"	"Liberalų ir centro sąjunga"	"Liberalc ir centro sajunga"	"lib"	"Liberal"	7.7562	8.2271	2.8532	9.2244		200.0	1440420.0				2348.0		15	983	6.0
"LTU"	"Lithuania"	"LiCS-TPP"	"United Faction of the Liberal and Centre Union and Nations Resurrection Party"	"Liberaly ir centro sąjunga ir Tautos prisikelimo partija"	"Liberaly ir centro sajunga ir Tautos prisikelimo partija"	"con"	"Conservative"	7.4	6.4	6.9	7.8									15	2007	26.0
"LTU"	"Lithuania"	"NS"	"New Union (Social Liberals)"	"Naujoji sąjunga (socialliberalai)"	"Naujoji sajunga (socialliberalai)"	"lib"	"Liberal"	4.2686	4.1125	4.9071	8.6647	88410.0		1440410.0				2376.0	2504.0	15	856	6.0
"LTU"	"Lithuania"	"PDP"	"Civic Democratic Party"	"Pilietinės demokratijos partija"	"Pilietines demokratijos partija"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									15	676	6.0
"LTU"	"Lithuania"	"SPF"	"Socialist People's Front"	"Socialist People's Front"	"Socialist People's Front"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3		206.0						2519.0	15	1056	14.0
"LTU"	"Lithuania"	"TAIP"	"YES -- Homeland Revival and Perspective"	"Tėvynės atgimimas ir perspektyva"	"Tevynes atgimimas ir perspektyva"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									15	2122	6.0
"LTU"	"Lithuania"	"TPJ"	"National Progress Movement"	"Tautos pazangos judejimas"	"Tautos pazangos judejimas"	"code"	"to be coded"													15	1783	28.0
"LTU"	"Lithuania"	"TPP"	"National Resurrection Party"	"Tautos prisikėlimo partija"	"Tautos prisikelimo partija"	"right"	"Right-wing"	8.7	5.9	8.6	2.4		208.0	1440001.0					2517.0	15	1502	40.0
"LTU"	"Lithuania"	"TS-LK"	"Homeland Union"	"Tėvynės Sąjunga"	"Tevynes Sajunga"	"con"	"Conservative"	7.4004	6.694	7.1939	9.7006	88620.0	209.0	1440620.0		2406.0		2404.0	2506.0	15	1045	26.0
"LTU"	"Lithuania"	"TSKP"	"Lithuanian Communist Party on the CPSU Platform"	"Lietuvos komunistų partija TSKP platformoje"	"Lietuvos komunistu partija TSKP platformoje"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									15	1623	14.0
"LTU"	"Lithuania"	"TT-LDP"	"Order and Justice -- Liberal Democratic Party"	"Tvarka ir teisingumas – Liberalų Demokratų Partija"	"Tvarka ir teisingumas -- Liberalu Demokratu Partija"	"con"	"Conservative"	5.2955	4.9093	7.2116	7.3184		207.0	1440621.0				2236.0	2515.0	15	1421	26.0
"LTU"	"Lithuania"	"Tpp"	"Party of National Progress"	"Tautos pažangos partija"	"Tautos pazangos partija"	"code"	"to be coded"													15	2026	28.0
"LTU"	"Lithuania"	"UTL"	"Peoples Union \"\"For Just Lithuania\"\""	"Liaudies sąjunga \"\"Uz teisingą Lietuvą\"\""	"Peoples Union \"\"For Just Lithuania\"\""	"code"	"to be coded"													15	2039	28.0
"LTU"	"Lithuania"	"Zp"	"Samogitian Party"	"Žemaičių partija"	"Zemaiciu partija"	"spec"	"Special issue"													15	2025	16.0
"LTU"	"Lithuania"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													15	58	12.0
"LTU"	"Lithuania"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"													15	652	12.0
"LUX"	"Luxembourg"	"AR|ADR"	"Action Committee Pensions | Alternative Democratic Reform Party"	"Aktionskomitee Rente – Comité d’action pensions | Alternativ Demokratesch Reformpartei – Parti réformiste d'alternative démocratique"	"Aktionskomitee Rente -- Comite d action pensions | Alternativ Demokratesch Reformpartei -- Parti reformiste d alternative democratique"	"con"	"Conservative"	8.8158	6.3158	7.5	2.5329	23951.0	214.0	1442951.0			907.0	6866.0		7	1582	26.0
"LUX"	"Luxembourg"	"Bl"	"Citizens' List"	"Biergerlëscht – Liste des citoyens"	"Biergerlescht -- Liste des citoyens"	"spec"	"Special issue"						416.0	1442009.0						7	1130	16.0
"LUX"	"Luxembourg"	"CSV"	"Christian Social People's Party"	"Chrëschtlech Sozial Vollekspartei – Parti populaire chrétien social – Christlich Soziale Volkspartei"	"Chreschtlech Sozial Vollekspartei -- Parti populaire chretien social -- Christlich Soziale Volkspartei"	"chr"	"Christian democracy"	6.4474	6.7105	7.5	8.3952	23520.0	210.0	1442520.0			901.0	6886.0		7	1234	3.0
"LUX"	"Luxembourg"	"DL"	"The Left"	"Déi Lénk – La Gauche – Die Linke"	"Dei Lenk -- La Gauche -- Die Linke"	"com"	"Communist/Socialist"	0.5263	0.8772	1.0526	0.8772		215.0	1442222.0				6906.0		7	457	14.0
"LUX"	"Luxembourg"	"DP"	"Democratic Party"	"Demokratesch Partei – Parti Démocratique – Demokratische Partei"	"Demokratesch Partei -- Parti Democratique -- Demokratische Partei"	"lib"	"Liberal"	6.5789	7.3684	2.7632	7.2706	23420.0	212.0	1442420.0			903.0	6926.0		7	967	6.0
"LUX"	"Luxembourg"	"GAP"	"Green Alternative"	"Gréng Alternativ Partei – Parti de l'Alternative Verte"	"Greng Alternativ Partei -- Parti de l'Alternative Verte"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	5.3667	23112.0					905.0			7	315	19.0
"LUX"	"Luxembourg"	"GLA"	"Green and Liberal Alliance"	"Gréng a Liberal Allianz"	"Greng a Liberal Allianz"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									7	2027	19.0
"LUX"	"Luxembourg"	"GLEI"	"Green Left Ecological Initiative"	"Greng Lëscht Ekologesch Initiativ – Liste Verte, Initiative Écologiste"	"Greng Lescht Ekologesch Initiativ -- Liste Verte, Initiative Ecologiste"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5	23111.0					906.0			7	1158	19.0
"LUX"	"Luxembourg"	"GLS"	"Group for Luxembourgian Sovereignty"	"Groupement fir d'Lëtzebuerger Souveränitéit"	"Groupement fir d'Letzebuerger Souveraniteit"	"spec"	"Special issue"													7	2146	16.0
"LUX"	"Luxembourg"	"Greng"	"The Greens"	"Déi Gréng – Les Verts – Die Grünen"	"Dei Greng -- Les Verts -- Die Gruenen"	"eco"	"Green/Ecologist"	2.5	1.5789	0.7895	7.5	23113.0	213.0	1442113.0				6946.0		7	310	19.0
"LUX"	"Luxembourg"	"KPL"	"Communist Party of Luxembourg"	"Kommunistesch Partei Lëtzebuerg – Parti Communiste Luxembourgeois – Kommunistische Partei Luxemburg"	"Kommunistesch Partei Letzebuerg -- Parti Communiste Luxembourgeois -- Kommunistische Partei Luxemburg"	"com"	"Communist/Socialist"	1.3	1.4	3.0	2.6	23220.0	216.0	1442220.0			904.0			7	151	14.0
"LUX"	"Luxembourg"	"LSAP"	"Luxembourg Socialist Workers' Party"	"Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei"	"Letzebuerger Sozialistesch Arbechterpartei -- Parti Ouvrier Socialiste Luxembourgeois -- Luxemburger Sozialistische Arbeiterpartei"	"soc"	"Social democracy"	3.2895	3.9474	1.3158	8.1978	23320.0	211.0	1442320.0			902.0	6966.0		7	701	11.0
"LUX"	"Luxembourg"	"MPI"	"Popular Independent Movement"	"Mouvement indépendant populaire"	"Mouvement independant populaire"	"spec"	"Special issue"													7	1462	16.0
"LUX"	"Luxembourg"	"NB"	"National Movement"	"National Bewegong – Mouvement National – National Bewegung"	"National Bewegong -- Mouvement National -- National Bewegung"	"right"	"Right-wing"	8.7	5.9	8.6	2.4						908.0			7	374	40.0
"LUX"	"Luxembourg"	"PICM"	"Independent Party of the Middle Class 	"	"Parti Indépendant des Classes Moyennes"	"Parti Independant des Classes Moyennes"	"spec"	"Special issue"													7	2139	16.0
"LUX"	"Luxembourg"	"PID"	"Party for Full Democracy"	"Partei fir Integral Demokratie – Parti pour la democratie integrale – Partei für Integrale Demokratie"	"Partei fir Integral Demokratie -- Parti pour la democratie integrale -- Partei fur Integrale Demokratie"	"con"	"Conservative"	7.4	6.4	6.9	7.8									7	2257	26.0
"LUX"	"Luxembourg"	"PIE"	"Independents of the East"	"Parti des Indépendants de l'Est"	"Parti des Indpendants de l'Est"	""	""													7	2452	
"LUX"	"Luxembourg"	"PL "	"Liberal Party"	"Parti Libéral"	"Parti Liberal"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									7	2140	6.0
"LUX"	"Luxembourg"	"PSI"	"Jean Gremling List -- Independent Socialists"	"Jean Gremling List – Socialistes Indépendants"	"Jean Gremling List -- Socialistes Independants"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									7	1339	11.0
"LUX"	"Luxembourg"	"Pi"	"Pirate Party Luxembourg"	"Piratepartei Lëtzebuerg – Piratenpartei Parti pirate du Luxembourg – Piratenpartei Luxemburg"	"Piratepartei Letzebuerg -- Parti pirate du Luxembourg -- Piratenpartei Luxemburg"	"spec"	"Special issue"													7	2256	16.0
"LUX"	"Luxembourg"	"SDP"	"Social Democratic Party"	"Sozialdemokratesch Partei – Parti Social Démocrate – Sozialdemokratische Partei"	"Sozialdemokratesch Partei -- Parti Social Democrate -- Sozialdemokratische Partei"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									7	1134	11.0
"LUX"	"Luxembourg"	"Z-EF"	"Coerced Conscripts"	"Zwangsrekrutéierten – Enrôlés de Force – Zwangsrekruten"	"Zwangsrekruteierten -- Enroles de Force -- Zwangsrekruten"	"spec"	"Special issue"													7	202	16.0
"LUX"	"Luxembourg"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"													7	2149	12.0
"LVA"	"Latvia"	"DCP"	"Democratic Centre Party"	"Demokrātiskā Centra Partija"	"Demokratiska Centra Partija"	"lib"	"Liberal"	6.0	6.7	3.5	8.8	87430.0								55	384	6.0
"LVA"	"Latvia"	"DPS"	"Democratic Party Saimnieks"	"Demokrātiskā partija \"\"Saimnieks\"\""	"Demokratiska partija \"\"Saimnieks\"\""	"lib"	"Liberal"	6.0	6.7	3.5	8.8	87411.0								55	759	6.0
"LVA"	"Latvia"	"JD"	"New Democrats"	"Jaunie Demokrāti"	"Jaunie Demokrati"	"con"	"Conservative"	7.4	6.4	6.9	7.8									55	1294	26.0
"LVA"	"Latvia"	"JL"	"New Era"	"Jaunais Laiks"	"Jaunais laiks"	"con"	"Conservative"	7.3026	7.0789	5.6407	8.7865	87423.0	353.0	1428423.0				2054.0	2401.0	55	1518	26.0
"LVA"	"Latvia"	"JP"	"New Era Party"	"Jaunā partija"	"Jauna partija"	"con"	"Conservative"	7.4	6.4	6.9	7.8	87431.0								55	550	26.0
"LVA"	"Latvia"	"K"	"Conservative Party"	"Konservatīvā partija"	"Konservativa partija"	"con"	"Conservative"	7.4	6.4	6.9	7.8									55	1351	26.0
"LVA"	"Latvia"	"KDS"	"Christian Democratic Union"	"Kristīgi demokrātiskā savienība"	"Kristigi demokratiska savieniba"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	87520.0								55	239	3.0
"LVA"	"Latvia"	"KDT"	"Labour and Justice Coalition "	"Koallija Darbs un Taisni"	"Koallija Darbs un Taisni"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									55	2418	11.0
"LVA"	"Latvia"	"L"	"Equal Rights"	"Līdztiesība"	"Lidztiesiba"	"soc"	"Social democracy"	1.25	2.1093	5.5837	4.8684	87951.0						2106.0	2402.0	55	928	11.0
"LVA"	"Latvia"	"LAAT"	"Latvian Development"	" Latvijas attīstībai"	" Latvijas attistibai"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									55	2392	6.0
"LVA"	"Latvia"	"LC"	"Latvian Way"	"Latvijas Ceļš"	"Latvijas cels"	"lib"	"Liberal"	6.125	7.165	4.835	10.0	87410.0							2407.0	55	526	6.0
"LVA"	"Latvia"	"LG"	"Light of Latgale"	"Latgales Gaisma"	"Latgales Gaisma"	"spec"	"Special issue"													55	956	16.0
"LVA"	"Latvia"	"LKP"	"Communist Party of Latvia"	"Latvijas Komunistiskā partija"	"Latvijas Komunistiska partija"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									55	1260	14.0
"LVA"	"Latvia"	"LKPP"	"Latvias Party of Russian Citizens"	"Latvijas Krievu pilsoņu partija"	"Latvijas Krievu pilsonu partija"	"spec"	"Special issue"													55	1083	16.0
"LVA"	"Latvia"	"LNNK"	"Latvian National Independence Movement"	"Latvijas Nacionālās Neatkarības Kustība"	"Latvijas Nacionalas Neatkaribas Kustiba"	"right"	"Right-wing"	8.375	6.54	7.585	6.6667	87710.0							2406.0	55	1557	40.0
"LVA"	"Latvia"	"LPP"	"Latvia's First Party"	"Latvijas Pirmā partija"	"Latvijas Pirma partija"	"con"	"Conservative"	6.3377	6.8461	8.4916	8.1287	87521.0						2080.0	2404.0	55	1043	26.0
"LVA"	"Latvia"	"LPP/LC"	"Latvian First Party / Latvian Way Party"	"Latvijas Pirmā partija / Latvijas Ceļš"	"Latvijas Pirma partija / Latvijas Cels"	"con"	"Conservative"	7.4	6.4	6.9	7.8		191.0	1428424.0						55	662	26.0
"LVA"	"Latvia"	"LRa"	"Latvian Association of Regions"	"Latvijas Reģionu apvienība"	"Latvijas Regionu apvieniba"	"con"	"Conservative"	7.4	6.4	6.9	7.8									55	2366	26.0
"LVA"	"Latvia"	"LSDSP"	"Latvian Social Democratic Workers' Party"	"Latvijas Sociāldemokrātiskā Strādnieku Partija"	"Latvijas Socialdemokratu Stradnieku Partija"	"soc"	"Social democracy"	2.5	2.625	6.835	6.875	87311.0							2408.0	55	1656	11.0
"LVA"	"Latvia"	"LSP"	"Socialist Party of Latvia"	"Latvijas Sociālistiskā partija"	"Latvijas Socialistiska partija"	"com"	"Communist/Socialist"	1.25	2.1093	5.5837	4.8684	87310.0						2106.0	2402.0	55	309	14.0
"LVA"	"Latvia"	"LTF"	"Popular Front of Latvia"	"Latvijas Tautas fronte"	"Latvijas Tautas fronte"	"spec"	"Special issue"													55	42	16.0
"LVA"	"Latvia"	"LVP"	"Latvian Unity Party"	"Latvijas Vienības Partija"	"Latvijas Vienibas Partija"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3	87320.0								55	1042	14.0
